Signup_Date,Name,Email,Phone,Product_Type,Plan_Tier,Delivery_Method,Account_Type,Linked_Accounts_Count,Voice_Accent_Anomaly_Flag,Completion_Time,IP_Address,Fraud_Risk_Flag
2025-12-05,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,227,162.6.110.88,0
2026-01-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,,548,51.152.71.132,0
2025-07-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,2,,242,153.215.2.190,0
2024-01-10,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,,218,210.151.160.49,0
2025-05-12,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,,96,15.11.181.66,0
2026-07-10,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,380,68.10.212.41,0
2025-09-27,<PERSON>,<EMAIL_ADDRESS>,7296.6717,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,112,116.184.171.110,0
2025-02-05,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,,504,213.210.200.101,0
2026-01-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,1,,129,63.216.72.151,0
2024-10-03,<PERSON>,<EMAIL_ADDRESS>,8845.0207,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,565,80.171.200.51,0
2026-06-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,,449,108.112.143.103,0
2025-07-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,125,63.31.61.35,0
2026-04-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,162,122.206.171.125,0
2026-02-12,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,,432,166.220.226.236,0
2026-05-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,56,23.211.161.48,0
2025-08-05,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,6,Yes - Voice Modulation Detected,16,192.168.1.1,1
2026-02-11,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,296,130.63.133.243,0
2025-04-22,<PERSON>,<EMAIL_ADDRESS>,4906-2406,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,493,193.54.11.85,0
2024-04-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,156,86.243.56.96,0
2026-03-17,<PERSON>,<EMAIL_ADDRESS>,8201-1655,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,,508,31.128.130.111,0
2026-08-21,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,106,144.180.220.82,0
2025-06-08,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,321,128.1.86.16,0
2026-01-15,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,2,,541,218.167.176.70,0
2024-07-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,2,,104,103.246.151.239,0
2024-01-11,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,55,203.207.38.165,0
2025-09-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,242,176.11.55.169,0
2026-01-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,342,156.39.33.234,0
2024-11-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,302,220.8.151.79,0
2026-02-15,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,389,23.129.12.59,0
2026-04-22,<PERSON>,<EMAIL_ADDRESS>,13368504,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,481,217.188.195.109,0
2024-10-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,346,93.62.45.137,0
2025-09-08,Dr. <PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,,116,174.118.204.251,0
2024-06-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,,327,118.25.160.245,0
2024-03-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,,243,213.171.237.140,0
2026-02-05,<PERSON>,<EMAIL_ADDRESS>,+61 443 528 018,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,426,68.67.41.241,0
2026-05-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,124,206.30.245.167,0
2025-04-15,<PERSON>,<EMAIL_ADDRESS>,3888-9143,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,233,121.24.47.171,0
2025-12-24,Christian <PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,325,23.48.119.195,0
2026-08-15,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,135,170.240.185.210,0
2026-06-25,<PERSON>,<EMAIL_ADDRESS>,+61.483.439.152,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,470,44.29.113.238,0
2024-02-05,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,343,67.226.69.29,0
2024-08-22,<PERSON>,<EMAIL_ADDRESS>,+61-8-5655-4462,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,79,49.199.79.132,0
2024-11-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,317,144.227.39.108,0
2024-10-30,<PERSON>,<EMAIL_ADDRESS>,7676-7967,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,232,98.234.19.133,0
2024-06-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,429,71.183.11.61,0
2024-02-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,0,,261,29.101.206.11,0
2026-07-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,0,,77,28.212.253.190,0
2024-04-10,<PERSON>,<EMAIL_ADDRESS>,58813454,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,384,199.175.115.79,0
2025-05-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,224,18.67.2.66,0
2025-07-17,<PERSON>,<EMAIL_ADDRESS>,9862 9152,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,540,195.129.68.191,0
2026-05-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,,361,108.203.130.189,0
2026-04-07,<PERSON>,<EMAIL_ADDRESS>,54711271,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,,359,168.29.62.83,0
2024-01-13,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,402,133.37.232.113,0
2026-04-15,Tiffany Parsons,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,379,51.239.75.220,0
2025-07-02,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,,146,47.153.104.94,0
2025-06-27,<PERSON>,<EMAIL_ADDRESS>,6538.8794,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,264,115.38.252.220,0
2024-11-15,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,53,157.43.91.38,0
2024-03-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,480,188.119.251.41,0
2024-10-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,478,203.84.189.0,0
2024-05-28,<PERSON>,<EMAIL_ADDRESS>,7311-9521,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,,86,67.6.97.228,0
2025-07-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,251,184.5.198.223,0
2026-06-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,184,222.216.216.204,0
2024-09-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,92,136.243.22.186,0
2024-07-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,99,128.134.191.57,0
2024-04-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,,211,186.167.13.12,0
2025-11-08,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,0,,389,222.96.109.78,0
2024-07-31,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,511,32.6.180.12,0
2026-07-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,222,94.24.11.79,0
2024-04-27,<PERSON>,<EMAIL_ADDRESS>,7356 5952,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,579,163.83.77.58,0
2026-01-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,127,62.11.179.234,0
2024-08-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,147,216.26.210.220,0
2024-06-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,6,,10,192.168.1.1,1
2026-04-07,<PERSON>,<EMAIL_ADDRESS>,(07) 2908 8882,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,398,211.30.60.18,0
2025-02-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,299,154.26.141.24,0
2026-05-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,1,,383,130.174.20.241,0
2025-01-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,474,41.97.218.244,0
2026-08-20,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,7,Yes - Accent Mismatch Suspected,9,192.168.1.1,1
2024-04-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,,532,178.101.123.167,0
2024-08-12,Mr. <PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,211,88.70.157.201,0
2025-09-11,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,188,182.58.68.134,0
2024-03-16,<PERSON>,<EMAIL_ADDRESS>,1969.6576,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,2,,498,91.91.43.141,0
2024-02-19,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,,111,153.220.77.46,0
2026-08-17,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,0,,134,190.36.52.223,0
2025-02-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,294,57.209.14.161,0
2026-02-04,<PERSON>,<EMAIL_ADDRESS>,+61840288706,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,443,137.209.196.76,0
2026-01-07,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,,600,168.157.175.247,0
2024-08-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,410,43.150.34.128,0
2025-10-05,Isabel Phillips,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,326,1.229.162.218,0
2026-06-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,342,50.182.223.180,0
2025-02-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,1,,528,188.210.97.103,0
2025-07-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,1,,495,165.63.100.236,0
2025-11-17,<PERSON>,<EMAIL_ADDRESS>,95205515,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,89,163.53.117.47,0
2025-09-14,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,,515,25.74.168.177,0
2024-10-10,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,,269,11.76.71.177,0
2025-02-24,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,303,48.182.248.184,0
2026-03-12,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,,486,39.129.169.203,0
2026-06-25,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,,383,110.225.130.198,0
2025-11-12,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,6,Yes - Accent Mismatch Suspected,21,192.168.1.1,1
2025-01-06,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,535,69.214.99.131,0
2026-05-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,214,181.22.42.188,0
2026-04-05,Tiffany Ward,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,1,,419,19.5.200.32,0
2024-10-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,,196,112.74.51.107,0
2025-12-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,,278,94.130.199.30,0
2025-10-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,,170,164.183.95.193,0
2026-04-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,128,167.7.224.249,0
2026-02-08,<PERSON>,<EMAIL_ADDRESS>,82839469,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,473,190.36.183.246,0
2024-07-12,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,451,194.52.207.11,0
2024-04-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,286,82.4.57.111,0
2025-05-23,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,328,35.46.61.152,0
2024-12-16,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,452,194.41.28.59,0
2025-04-22,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,,505,212.189.209.49,0
2025-07-15,<PERSON>,<EMAIL_ADDRESS>,7520.8919,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,,215,59.157.119.119,0
2026-04-17,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,,156,109.60.230.70,0
2026-06-20,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,307,131.164.138.204,0
2026-02-18,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,197,189.96.215.136,0
2024-06-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,,565,81.128.12.26,0
2025-02-01,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,,53,108.247.242.129,0
2024-05-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,114,113.230.92.184,0
2024-03-05,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,,482,57.14.157.101,0
2024-08-01,Ms. <PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,,224,48.95.43.85,0
2025-02-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,,413,201.140.30.62,0
2026-05-04,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,,500,163.222.93.234,0
2026-04-30,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,,491,85.170.84.222,0
2025-05-03,<PERSON>,<EMAIL_ADDRESS>,1043-0070,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,,446,31.89.63.96,0
2025-03-10,<PERSON>,<EMAIL_ADDRESS>,+61 8 0097 5226,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,,577,96.71.79.35,0
2024-04-08,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,,479,14.173.94.66,0
2024-11-02,<PERSON> MD,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,,249,159.64.241.54,0
2025-09-03,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,,406,42.185.150.108,0
2024-04-18,<PERSON>,<EMAIL_ADDRESS>,2921-4775,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,,411,151.36.118.229,0
2024-10-26,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,,318,68.52.67.244,0
2025-10-28,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,,464,201.28.234.250,0
2024-06-12,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Basic,eSIM via App,Existing Account,0,,511,26.109.150.223,0
2025-08-29,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,,60,1.54.8.251,0
2024-08-22,<PERSON>,<EMAIL_ADDRESS>,41672104,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,,172,81.210.137.124,0
2025-05-19,<PERSON>,<EMAIL_ADDRESS>,+61-453-229-310,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,,409,38.62.165.16,0
2024-04-27,<PERSON>,<EMAIL_ADDRESS>,<PHONE_NUMBER>,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,93,134.7.5.123,0
2025-05-07,<PERSON>,<EMAIL_ADDRESS>,+61840221775,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,,403,59.39.155.79,0
